Price,Vol.,SN&P Adjusted,DXY Adjusted,GOLD Adjusted,ETH Price,ETH Vol.,OIL Price Adjusted,Days from the last halving,TV2,TV
41536,48.21,4355.1,93.754,1726.11,2851.5,728.86,74.83,506,41022.0,0
29434,71.9,4123.2,101.205,1994.77,2074.74,448.14,80.83,1071,30310.0,0
19628,333.03,3604.9,111.994,1699.22,1323.41,604.19,83.63,875,19052.0,0
33813,78.93,4326.6,92.168,1786.79,2154.78,1.39,75.16,417,33543.0,1
42364,47.32,4568.7,95.424,1813.54,3160.15,399.19,85.43,617,42209.0,0
47809,75.27,4460.8,92.474,1779.15,3322.43,795.54,68.44,459,44403.0,0
10398,288.91,2725.1,88.927,1347.86,913.1,869.06,61.72,589,11073.0,1
8223,513.91,2976.3,97.351,1490.1,175.14,10.1,53.78,1198,7957.0,0
10903,188.37,2830.6,89.048,1341.39,982.98,798.28,64.47,563,10864.0,1
3555,464.02,2657.3,96.05,1303.22,112.5,4.65,53.69,932,3570.0,0
38170,42.77,4292.5,95.96,1791.03,2600.02,484.18,86.82,628,37745.0,0
9169,914.59,2933.6,97.165,1736.07,207.35,12.13,33.25,11,9059.0,1
39395,1.5,4285.0,98.582,1968.45,2665.42,709.87,115.68,663,39142.0,1
10224,71.37,3366.8,93.346,1946.66,351.1,14.07,38.05,121,10126.0,0
10136,422.53,2835.0,98.392,1526.85,186.3,7.58,54.17,1142,10131.0,0
1763,75.47,2387.2,94.187,1228.83,89.9,106.01,47.84,308,1686.0,1
36851,127.71,4206.1,92.393,1889.97,2686.5,2.47,69.62,389,39187.0,1
6636,9.57,2907.5,96.035,1192.09,221.77,7.34,73.25,811,6689.0,1
32728,60.04,4366.9,92.915,1807.44,1940.72,717.85,75.25,428,33113.0,1
9358,383.44,3083.1,93.651,1743.62,228.86,4.54,39.75,40,9314.0,0
3561,445.87,2612.9,95.982,1282.39,116.84,4.35,52.62,928,3580.0,0
7926,398.3,2653.8,93.117,1335.48,494.03,1.86,67.07,642,6962.0,0
3897,355.1,2773.4,94.95,1231.08,108.66,2.66,52.95,877,4160.0,0
41368,35.46,4704.7,101.796,2018.19,2197.04,233.48,71.43,1315,42271.0,0
60089,115.36,4679.4,96.074,1849.91,4208.16,1.12,80.76,554,63597.0,0
8477,179.62,2701.9,94.056,1290.64,705.73,1.03,71.31,675,8674.0,0
11770,545.67,3363.3,92.907,1954.0,424.31,12.04,42.24,94,11557.0,0
30837,77.48,4233.1,92.501,1812.34,1818.07,802.78,66.42,434,31785.0,0
28669,65.33,4089.7,101.873,2016.28,1869.74,391.27,71.66,1086,28077.0,1
33603,66.15,4381.2,93.568,1801.34,2123.61,961.67,72.07,438,32298.0,0
6391,1.43,2545.3,99.775,1623.3,132.15,20.71,20.09,1360,5890.0,1
30097,61.72,4017.2,104.484,1847.61,1788.06,625.76,121.51,759,30201.0,0
43097,31.44,4614.8,95.566,1817.22,3327.74,292.1,83.82,614,43073.0,0
11900,998.73,2978.0,97.821,1418.94,300.58,7.9,57.34,1089,10835.0,0
45564,75.43,4436.4,92.509,1751.56,3163.66,950.12,69.25,457,45593.0,0
19146,59.44,3670.9,90.422,1837.61,596.68,30.83,46.26,208,18658.0,1
11238,267.56,2706.8,89.26,1329.49,884.51,788.97,61.9,591,11169.0,1
39970,35.27,4554.7,103.995,2070.9,2192.79,279.65,74.07,1301,39458.0,0
26529,16.57,4447.2,104.788,1923.57,1622.65,127.49,90.77,1224,26562.0,0
9431,165.08,2664.7,93.977,1314.3,754.03,2.12,70.73,667,9656.0,0
7530,135.92,2718.7,94.055,1293.14,579.3,861.91,65.81,692,7502.0,0
5878,269.83,2575.6,90.375,1276.14,303.9,879.41,56.74,491,6339.0,1
3502,443.6,2696.9,95.641,1318.0,110.68,4.23,55.26,938,3467.0,0
8778,791.79,3073.6,96.875,1458.66,184.03,11.71,57.24,1217,9223.0,0
69611,29.87,5245.8,104.269,2232.38,3506.83,224.95,83.17,1419,69871.0,0
29068,296.9,3928.8,102.304,1852.12,2080.79,2.7,105.71,730,31007.0,1
55906,139.43,3903.1,92.328,1782.31,1955.59,1.78,59.24,284,51582.0,0
2798,95.42,2427.9,92.771,1278.9,256.95,147.19,45.64,334,2691.0,1
56496,54.94,4504.7,96.168,1768.64,4512.9,608.07,66.5,570,57210.0,0
8940,184.91,2659.0,93.504,1322.8,643.97,1.06,68.1,657,9287.0,1
70011,72.51,5138.8,105.064,2373.24,3502.55,349.38,85.02,1431,70622.0,0
3526,534.78,2530.5,95.764,1245.91,94.37,5.37,49.88,891,3247.0,0
2616,81.83,2441.8,93.256,1243.25,355.5,174.45,44.2,345,2539.0,1
3661,454.8,2681.8,96.33,1314.07,119.44,5.21,52.72,945,3661.0,1
10675,96.64,3363.6,93.394,1956.37,376.7,10.34,37.26,126,10326.0,0
47449,478.82,4589.7,100.142,1919.19,3401.89,570.03,104.24,687,47105.0,0
22612,181.19,4135.4,108.681,1790.97,1606.94,881.56,88.54,815,22820.0,0
3873,554.47,2467.5,95.958,1284.77,152.95,5.51,46.54,907,3809.0,0
918,30.97,2291.6,100.281,1191.6,10.5,61.25,53.17,202,915.0,0
43025,59.15,4694.3,102.536,2035.53,2315.64,461.6,71.58,1312,42884.0,1
47123,60.96,4775.3,95.836,1815.01,3709.57,355.72,76.99,598,46461.0,0
27072,20.62,4241.0,103.631,1947.63,1892.05,157.1,71.74,1118,27244.0,0
3631,517.28,2703.8,96.284,1308.33,121.3,6.13,52.41,947,3679.0,0
8783,454.33,3078.8,96.187,1463.19,188.36,7.77,57.12,1222,8812.0,0
11503,70.84,3440.9,92.234,1907.82,377.45,7.93,40.96,157,11420.0,0
1177,47.22,2328.9,97.202,1285.69,48.5,394.47,53.18,279,1176.0,1
69360,46.99,5157.2,104.071,2329.5,3454.17,217.8,86.91,1427,68890.0,0
47282,50.16,4427.8,94.025,1754.16,3398.65,748.1,71.97,494,47748.0,0
27209,52.17,4416.6,105.26,1930.94,1643.08,201.84,91.2,1226,26763.0,0
6734,3.59,2862.3,95.083,1205.97,277.61,4.05,68.72,777,6680.0,0
6307,315.27,2786.2,94.673,1255.65,432.67,1.62,74.11,731,6667.0,0
32252,142.43,3797.2,90.12,1854.99,1317.9,2.77,52.77,259,32241.0,0
4025,2.11,2798.8,97.143,1290.55,138.15,9.52,59.3,992,4041.0,0
1554,71.36,2389.4,95.225,1227.74,94.21,219.19,46.22,302,1545.0,0
47596,58.69,4666.0,96.229,1774.46,4107.69,642.17,70.94,577,50473.0,0
16212,287.21,3956.9,105.056,1740.24,1139.74,815.18,80.95,925,15776.0,1
9377,954.2,3253.2,94.744,1566.24,175.74,12.63,53.48,1298,8866.0,1
19952,272.22,3906.2,109.942,1711.44,1575.34,1.04,86.87,844,20126.0,0
27581,44.81,4283.8,106.367,1860.88,1579.74,372.11,86.38,1246,27922.0,0
12974,113.31,3415.3,91.906,1904.04,414.05,12.65,40.64,164,12808.0,1
30288,17.41,4397.4,99.456,1924.28,1865.28,136.69,73.86,1153,30346.0,0
47077,65.33,4435.5,94.014,1804.27,3428.87,720.34,70.46,491,44949.0,0
2541,86.97,2431.1,91.93,1256.9,277.0,508.55,43.01,351,2590.0,1
6500,3.34,2895.8,95.247,1193.71,220.2,4.64,68.99,799,6519.0,0
2307,248.44,2408.0,92.538,1255.76,168.71,862.96,48.9,320,2445.0,1
55765,58.71,3917.1,90.872,1731.97,1686.8,1.31,60.97,321,55862.0,0
11046,566.96,2944.1,97.04,1419.55,311.46,7.1,57.9,1080,10897.0,0
19042,253.2,3656.4,110.774,1627.66,1282.87,483.19,85.98,892,19123.0,0
36595,51.37,4499.7,103.825,1980.01,1960.8,430.92,75.89,1285,36161.0,1
23494,297.65,3973.6,105.305,1817.31,1633.66,458.53,75.68,1022,23558.0,0
56015,74.85,4342.1,94.252,1759.93,3489.9,609.89,80.64,519,57477.0,1
1008,28.32,2311.1,99.525,1234.12,11.33,73.26,53.86,217,997.0,0
16537,130.44,3800.3,101.946,1824.4,1195.67,150.2,80.47,964,16607.0,0
1177,28.39,2328.9,97.202,1285.69,49.71,332.29,53.18,280,1177.0,0
4041,3.18,2812.4,96.853,1312.48,139.31,10.46,59.83,984,4017.0,0
4111,2.55,2819.2,97.289,1292.15,142.65,12.81,60.14,994,4102.0,0
9609,905.95,3378.8,99.246,1611.64,259.12,20.76,53.29,1320,10158.0,1
6867,845.58,2762.4,99.137,1689.9,158.18,19.07,22.76,1372,6863.0,1
19261,140.95,3579.7,111.42,1641.76,1305.95,333.15,85.61,888,19068.0,0
33991,202.13,3695.1,90.894,1949.35,1099.52,3.25,49.93,239,32022.0,0
27262,94.16,3951.5,101.737,1973.69,1772.63,561.33,73.2,1051,27129.0,1
18489,446.85,3789.5,112.183,1673.74,1247.74,1.39,82.94,863,18872.0,1
2810,68.1,2468.8,93.533,1268.65,224.79,336.65,49.03,390,2720.0,0
4278,127.48,2430.0,92.835,1288.01,299.0,465.8,47.09,404,4387.0,1
3600,114.72,2496.5,92.82,1297.38,262.19,643.2,50.66,440,3617.0,1
9230,1.78,3001.9,97.179,1504.73,179.62,19.63,56.66,1204,8658.0,1
35075,138.09,4395.3,96.291,1833.24,2412.52,1.48,85.14,621,36475.0,1
1708,80.24,2393.9,94.373,1230.71,92.56,403.46,48.85,310,1772.0,0
29793,97.46,4262.1,92.599,1810.03,1786.07,1.2,67.42,435,30837.0,0
18675,134.42,3556.8,90.24,1870.49,509.98,30.85,42.15,193,17803.0,0
5051,577.16,2898.4,97.136,1290.4,163.19,5.52,63.89,1008,5054.0,0
20730,84.69,3889.7,108.032,1822.73,1190.84,1.07,109.57,777,21043.0,0
7853,133.94,2572.9,90.02,1278.47,330.76,521.94,55.14,495,7283.0,1
38688,62.5,4554.7,103.995,2070.9,2087.21,402.51,74.07,1299,37712.0,0
15416,138.71,2678.9,89.895,1287.41,736.45,587.33,59.64,536,15756.0,1
6519,3.16,2895.8,95.247,1193.71,221.94,5.53,68.99,798,6483.0,0
23166,198.35,3943.1,105.634,1810.81,1594.66,309.29,76.32,1020,23191.0,1
8127,360.92,2918.6,97.245,1504.6,176.43,7.3,52.81,1183,8148.0,0
42205,37.88,4401.4,99.436,1859.96,2917.1,433.29,93.1,642,42388.0,0
3713,448.55,2493.2,93.549,1319.62,258.68,3.34,49.89,433,3243.0,1
24101,279.28,4256.9,108.4,1779.36,1900.25,1.09,89.41,826,24302.0,0
10390,62.28,3310.5,93.644,1941.5,373.72,12.53,37.33,123,10339.0,0
30586,22.46,4422.4,101.95,1919.57,1924.53,189.41,70.64,1146,30472.0,0
27391,674.96,3901.3,102.298,1987.93,1789.38,975.13,66.74,1040,25004.0,0
40086,58.64,4865.9,103.37,2012.59,2234.64,373.25,75.09,1353,39888.0,0
8459,210.87,2717.4,93.382,1318.22,683.94,1.34,70.7,672,8408.0,1
1271,25.43,2375.4,99.369,1234.3,19.35,226.39,53.33,239,1264.0,0
41487,57.04,4608.1,101.94,1979.44,2203.49,377.05,68.61,1310,41256.0,1
7994,1.33,2820.1,95.976,1297.03,217.42,16.8,61.78,1039,7806.0,1
10970,772.67,2968.0,97.668,1399.95,287.15,7.8,57.51,1091,11163.0,1
3944,2.48,2722.3,97.186,1298.39,137.52,10.79,56.07,973,3865.0,0
9314,478.49,3083.1,93.651,1743.62,229.11,5.56,39.75,39,9388.0,0
9749,201.18,2594.6,93.914,1312.09,778.95,1.55,68.43,663,9243.0,0
15180,110.97,2719.1,89.16,1322.97,940.0,1.22,62.01,544,15156.0,0
36002,79.11,3780.4,90.343,1839.34,1372.0,2.27,52.98,253,36613.0,0
39748,542.39,4188.6,102.581,1894.34,2937.01,726.03,105.36,717,39243.0,0
10785,91.7,3389.2,93.016,1955.52,364.01,9.06,38.28,127,10675.0,1
4883,478.26,2681.1,94.702,1224.05,150.12,5.23,56.76,863,5658.0,0
29222,30.42,4528.6,102.389,1944.99,1861.32,176.21,80.09,1172,29352.0,0
6478,128.76,2700.4,95.496,1232.89,211.86,54.2,63.14,848,6386.0,0
7908,162.59,2692.1,93.359,1347.29,503.19,826.71,66.52,647,8070.0,1
9208,265.25,3205.7,93.319,1809.9,239.01,6.61,40.59,69,9170.0,0
8042,68.62,2577.6,89.861,1294.37,354.7,618.02,56.55,498,7780.0,0
61527,53.39,4447.7,94.773,1767.26,3845.47,543.52,82.28,524,60861.0,0
6191,799.96,2836.4,95.343,1284.14,170.84,10.03,61.7,1034,5990.0,0
10339,88.01,3329.2,93.829,1954.07,367.92,16.5,37.3,122,10224.0,0
8893,519.4,2760.0,89.358,1332.98,920.85,3.03,65.45,573,9181.0,1
1819,109.01,2381.7,94.699,1224.85,89.38,210.47,47.83,306,1752.0,1
22395,431.98,4083.7,114.047,1724.07,1716.42,727.78,87.78,854,21834.0,0
8545,686.75,2750.5,96.393,1305.65,264.31,9.06,53.5,1057,8558.0,1
982,45.22,2272.4,100.787,1209.49,10.71,113.79,53.88,207,965.0,1
29886,78.69,4086.9,101.552,2014.67,1916.58,669.43,83.26,1066,30209.0,0
26328,72.65,4104.0,103.952,1957.01,1799.91,441.64,74.34,1108,27220.0,0
6528,108.86,2691.4,96.91,1230.49,205.68,19.71,66.43,836,6555.0,0
2583,159.26,2419.4,92.598,1247.1,279.0,1.09,44.24,353,2446.0,1
7546,650.6,3139.3,96.72,1464.8,151.95,8.79,55.17,1239,7742.0,1
58771,86.21,3944.3,90.573,1684.8,1841.01,3.03,60.55,323,57616.0,1
9517,693.62,2931.5,97.016,1388.18,271.43,7.04,56.65,1076,9255.0,0
8738,2.47,2902.9,97.115,1702.65,187.78,35.98,24.74,1401,9554.0,0
10651,974.49,2973.1,98.418,1446.3,225.23,12.65,55.3,1104,9723.0,1
60866,42.67,4524.0,95.764,1792.48,4082.8,507.63,83.76,531,61312.0,0
38024,3.02,4199.9,98.81,1998.11,2492.53,1.58,119.4,665,38403.0,0
3315,435.89,2637.3,95.292,1242.46,86.31,3.94,52.58,887,3466.0,0
27739,54.56,4156.2,104.074,1942.84,1892.61,338.07,72.87,1113,28071.0,1
7874,208.05,2750.0,92.647,1314.0,550.27,777.54,62.34,616,8289.0,0
11947,606.79,3370.2,94.398,2001.2,422.16,8.18,42.89,99,12282.0,1
27230,88.61,4263.1,102.916,1962.85,1884.17,518.57,71.74,1121,25747.0,1
8476,653.71,3104.6,95.688,1467.37,180.19,11.86,57.72,1224,8661.0,0
8284,600.26,2967.1,97.726,1472.25,180.35,11.93,54.07,1178,8049.0,0
7592,211.11,2707.4,93.821,1304.88,602.43,1.56,70.71,684,7512.0,1
69148,93.69,5160.8,103.922,2352.58,3506.96,482.49,85.23,1429,71630.0,1
61483,34.89,4681.3,95.964,1816.73,4517.36,442.6,81.27,544,60974.0,0
34931,63.66,4268.3,105.373,1985.51,1800.27,398.43,82.46,1270,35423.0,0
10031,337.06,2984.7,96.961,1517.15,211.13,9.72,58.09,1170,9993.0,0
29068,14.55,4474.6,102.367,1941.62,1836.48,103.08,82.82,1181,29105.0,0
6268,3.1,2850.6,94.376,1190.53,271.08,3.88,66.43,772,6481.0,0
30455,81.4,4074.4,103.631,1868.13,1834.64,975.53,116.87,752,29798.0,1
63221,65.26,4613.3,96.034,1787.28,4586.06,630.26,83.91,540,60915.0,0
3698,169.36,2493.2,93.549,1319.62,253.0,1.08,49.89,434,3713.0,1
29204,41.19,4491.1,102.689,1936.39,1829.11,243.92,81.94,1183,29081.0,0
46461,63.92,4778.1,95.566,1803.66,3627.93,456.03,76.56,597,47545.0,1
4327,128.46,2455.0,92.871,1281.95,298.22,371.28,47.59,401,4062.0,1
44076,96.84,4551.7,103.504,2019.42,2293.34,561.41,72.32,1303,41987.0,1
7196,586.6,3212.0,98.552,1517.39,129.21,12.89,61.06,1270,7261.0,0
26342,77.48,4264.0,102.108,1939.63,1832.1,454.83,72.53,1122,27230.0,1
21611,439.9,3869.3,106.714,1741.82,1216.33,1.45,104.79,788,21637.0,1
1351,40.64,2382.4,95.76,1268.15,83.51,492.64,49.33,295,1336.0,0
6689,9.34,2909.3,96.166,1182.8,229.15,7.37,72.12,810,6468.0,0
19059,288.57,3568.4,109.552,1665.31,1279.97,498.63,89.35,883,19134.0,0
41987,104.21,4546.7,104.108,2030.06,2243.54,601.45,73.04,1302,39970.0,0
42272,35.58,4752.0,102.195,2062.59,2281.9,232.62,71.65,1329,42136.0,0
20589,414.24,3764.7,107.115,1674.68,1567.57,719.3,91.79,910,20916.0,0
25840,23.6,4448.4,104.749,1917.81,1617.44,220.97,87.51,1217,25901.0,0
38581,382.9,4124.3,103.008,1896.4,2816.66,629.56,104.69,718,39748.0,0
2691,103.83,2459.9,92.652,1259.0,202.54,410.96,49.04,383,2559.0,0
8222,280.94,2760.0,89.358,1332.98,829.43,1.34,65.45,575,9241.0,1
9773,1.16,2922.3,97.417,1745.11,214.51,13.96,32.5,8,9730.0,0
26819,51.98,4171.6,103.533,1977.88,1861.77,286.98,70.1,1116,27216.0,0
4267,170.4,2473.8,94.568,1334.67,295.81,1.99,47.41,422,4612.0,0
10296,12.12,3349.6,93.066,1932.85,353.49,20.13,38.75,118,10092.0,1
6505,108.79,2761.7,95.803,1279.84,496.93,749.09,65.06,707,6410.0,1
7503,951.95,2791.8,97.231,1729.43,187.58,19.84,16.94,1385,7488.0,1
3965,649.55,2779.1,96.279,1327.8,147.97,6.79,57.26,958,3936.0,0
1264,38.42,2375.4,99.369,1234.3,18.5,331.95,53.33,238,1283.0,0
34060,671.05,4067.9,101.503,1882.96,2519.98,925.4,109.77,727,35468.0,0
50678,43.9,4734.0,95.44,1810.9,4036.24,313.32,75.57,595,50779.0,0
26876,55.78,4345.3,106.034,1873.61,1566.88,279.01,83.49,1248,27391.0,0
7230,796.45,2830.9,99.048,1684.69,187.45,24.75,18.27,1379,7035.0,0
19225,516.03,3644.8,113.128,1621.57,1337.06,1.05,76.71,868,18803.0,0
48306,43.64,4427.8,94.025,1754.16,3435.97,600.19,71.97,495,47282.0,0
16966,268.72,3984.5,104.595,1768.39,1259.56,430.54,77.4,938,17112.0,0
9310,653.42,3072.2,96.608,1484.1,188.67,11.78,57.23,1214,9396.0,0
6584,9.31,2883.9,96.735,1199.66,222.57,7.83,74.33,817,6507.0,0
6705,155.85,2766.9,95.941,1224.43,215.06,20.24,71.92,829,6699.0,1
21209,136.89,3817.2,105.764,1706.78,1356.08,1.77,97.59,796,20825.0,0
63481,97.38,5001.89,105.982,2378.25,3064.48,423.99,82.73,1438,61278.0,1
6474,159.3,2795.0,95.383,1223.54,212.87,23.56,60.67,852,6565.0,0
10835,1.12,2955.9,97.607,1418.44,291.41,10.3,56.25,1088,10616.0,0
17439,247.14,3877.3,101.675,1877.27,1335.13,487.24,75.37,974,17180.0,0
11845,499.1,3361.6,93.639,1944.29,432.18,7.27,42.01,96,11750.0,0
63805,114.96,5039.83,106.065,2382.83,3083.43,560.47,85.36,1436,63411.0,1
18412,121.76,3556.8,90.24,1870.49,559.4,36.76,42.15,195,18687.0,0
61672,121.48,4447.7,94.773,1767.26,3866.9,721.14,82.28,522,57345.0,0
19204,118.24,3647.4,109.993,1656.66,1313.64,244.2,85.05,894,19162.0,0
25758,37.78,4442.4,104.539,1916.28,1633.18,240.73,87.54,1213,25790.0,0
38750,244.88,4170.2,91.731,1881.07,2646.79,3.24,66.05,378,34679.0,1
20292,365.49,3803.8,106.164,1662.94,1514.19,1.02,89.08,899,20769.0,1
26436,60.96,4396.4,103.471,1914.31,1679.93,399.71,78.89,1199,26039.0,0
60974,44.46,4681.3,95.964,1816.73,4475.0,409.75,81.27,543,61412.0,0
4160,298.63,2732.8,95.777,1221.97,116.41,2.1,50.93,876,4196.0,1
49169,141.37,3923.8,91.845,1794.31,1781.69,1.48,60.05,281,47936.0,0
40715,65.28,4477.9,95.998,1838.36,3004.72,481.08,86.9,619,41677.0,0
3243,317.59,2491.3,93.416,1329.83,222.5,2.25,49.89,432,3870.0,1
8547,177.43,2585.9,93.066,1347.22,520.45,554.62,65.88,623,8916.0,0
3616,485.63,2760.2,96.487,1321.41,122.87,5.33,55.59,952,3604.0,0
6549,9.34,2919.4,96.275,1203.1,225.84,8.17,75.23,815,6608.0,0
46219,58.18,4765.8,95.863,1828.39,3677.85,405.65,75.21,599,47123.0,0
9170,276.4,3205.7,93.319,1809.9,235.75,5.79,40.59,68,9155.0,0
10675,230.65,2711.3,91.796,1334.46,814.88,578.56,62.6,605,11330.0,0
6321,3.11,2875.9,95.526,1195.88,197.04,4.38,67.54,793,6238.0,0
9932,808.91,3366.2,99.468,1584.7,259.99,24.82,52.36,1317,9907.0,1
7742,766.71,3139.3,96.72,1464.8,154.55,10.49,55.17,1238,7426.0,0
2763,83.01,2466.3,92.176,1255.24,226.59,355.76,46.34,380,2756.0,0
29801,50.33,4527.6,100.636,1969.62,1891.23,321.92,75.63,1165,29909.0,0
19926,127.73,3738.7,106.25,1806.89,1069.05,1.71,105.76,780,20111.0,0
6483,3.2,2895.8,95.247,1193.71,209.98,7.71,68.99,797,6482.0,0
9585,196.49,2713.7,90.082,1328.94,840.88,507.82,63.55,596,9704.0,1
2539,92.0,2422.9,92.817,1253.63,348.88,283.22,44.74,344,2655.0,1
10897,683.79,2946.9,96.96,1399.05,308.53,8.49,57.43,1079,10721.0,1
6359,3.63,2856.1,94.203,1195.51,269.84,5.03,67.86,774,6482.0,1
25906,40.75,4304.4,102.125,1956.92,1742.6,320.47,67.12,1127,25928.0,0
7085,1.54,2764.3,98.919,1718.4,172.31,32.99,19.87,1377,6629.0,1
13063,1.48,2913.0,96.803,1408.75,338.54,15.73,59.38,1082,11809.0,1
12282,628.41,3379.2,93.978,1986.2,430.56,7.83,42.89,98,11899.0,0
10739,82.95,3209.4,93.942,1868.04,349.17,9.4,40.31,136,10237.0,0
31793,86.6,4104.9,104.173,1837.09,1941.79,933.24,114.67,750,31723.0,1
9381,458.42,3214.7,97.654,1590.2,183.64,13.24,51.56,1302,9349.0,0
23203,160.97,4262.0,109.255,1758.2,1846.51,675.27,90.5,829,23338.0,0
24186,400.24,3976.9,104.325,1825.04,1643.39,560.4,73.95,1017,24450.0,0
7261,718.07,3234.4,98.344,1510.67,126.41,12.25,61.72,1266,7210.0,0
19793,238.71,3906.2,109.942,1710.21,1617.07,571.75,88.96,847,19999.0,0
1031,38.08,2338.9,98.76,1239.14,12.92,116.46,53.36,222,1008.0,0
9185,401.12,2999.7,92.87,1772.28,227.87,6.8,39.7,49,9124.0,0
5903,137.14,2564.3,92.599,1282.07,284.85,597.47,51.9,471,5982.0,0
23816,197.94,4129.0,108.326,1788.52,1778.42,951.02,90.76,819,23175.0,0
6611,77.06,2869.3,96.151,1202.86,226.11,1.47,74.34,820,6596.0,0
6205,2.22,2295.6,99.058,1498.24,133.32,38.74,22.43,1350,6172.0,1
5511,900.0,2908.5,96.205,1272.4,169.95,10.17,66.3,1018,5346.0,0
26249,39.77,4430.5,104.69,1919.19,1648.09,243.55,86.87,1214,25758.0,0
3861,565.24,2472.9,95.844,1280.75,136.61,5.94,45.33,902,3586.0,1
38852,125.37,3874.9,91.828,1811.62,1612.99,1.94,56.85,272,39256.0,0
44157,68.05,4687.5,101.928,2043.26,2267.27,467.01,72.19,1333,42836.0,1
3437,477.07,2678.7,95.477,1320.94,106.71,5.11,53.79,936,3460.0,0
51901,74.72,4999.4,104.182,2004.09,2822.59,520.7,78.03,1375,51782.0,1
9794,593.66,3090.4,96.388,1711.84,243.37,8.75,37.41,24,9667.0,0
1024,32.02,2288.6,100.298,1235.59,11.32,69.66,53.01,212,1016.0,0
70762,72.49,5245.8,104.269,2232.38,3559.43,416.69,83.17,1417,69442.0,0
19433,99.97,3657.2,90.048,1840.36,616.32,24.0,45.64,206,19218.0,0
14392,118.88,2673.6,89.881,1302.55,731.52,716.87,60.42,538,14398.0,1
37855,49.34,4547.1,103.2,2044.59,2028.99,269.97,77.86,1297,37823.0,0
20154,420.23,3758.7,106.592,1634.89,1519.04,1.14,90.0,905,20483.0,0
38498,61.27,4414.0,95.936,1796.47,2686.82,601.73,88.15,630,37917.0,0
6283,311.54,2853.1,94.61,1213.61,355.44,2.05,66.94,760,6724.0,1
5030,2.55,2380.9,100.424,1514.61,111.02,40.25,28.7,1346,5366.0,1
42120,20.46,4881.5,103.421,2018.34,2267.91,151.26,78.01,1356,41811.0,1
16071,83.64,3552.6,89.92,1888.04,460.7,9.17,40.13,187,16324.0,0
8290,155.08,2681.9,94.447,1345.6,567.49,1.04,68.29,649,8178.0,1
9025,152.71,2704.5,93.344,1321.39,724.4,983.14,71.36,670,9319.0,0
1191,59.86,2354.5,97.803,1200.83,17.75,281.6,49.28,243,1147.0,1
3865,2.96,2722.3,97.186,1298.39,133.85,12.38,56.07,972,3875.0,0
16837,110.12,3797.0,102.98,1797.91,1220.46,131.51,79.34,957,16779.0,0
8267,667.86,2963.1,97.803,1489.85,180.6,13.31,54.7,1189,8562.0,0
7152,154.89,2576.8,91.76,1269.85,303.47,760.96,55.64,482,7024.0,1
2040,89.86,2370.4,93.673,1255.55,123.03,429.97,50.33,315,1962.0,1
39936,294.29,4390.8,103.489,1973.52,3021.93,546.54,106.95,703,41133.0,0
6583,92.94,2760.3,96.503,1226.32,207.37,14.65,69.12,834,6572.0,0
16286,155.41,2662.8,88.66,1255.45,690.69,2.4,56.6,522,17083.0,0
1283,67.28,2375.4,99.369,1234.3,19.49,981.0,53.33,237,1255.0,0
3654,97.56,2437.8,92.64,1289.21,308.81,455.52,48.82,398,3425.0,0
8219,574.21,2882.0,97.334,1342.35,254.86,7.3,52.28,1069,8133.0,1
28298,65.31,4071.4,101.184,1997.87,1865.95,491.98,77.07,1079,27509.0,0
46407,398.86,4507.6,101.494,1924.3,3521.1,473.54,99.27,692,45811.0,0
6424,135.87,2700.4,95.496,1232.89,202.66,7.26,63.14,846,6400.0,0
7957,428.83,2976.3,97.351,1490.1,171.91,9.89,53.78,1197,7948.0,0
35026,107.07,4288.0,92.292,1769.8,2273.84,1.9,73.47,415,35834.0,1
32243,156.67,4271.2,92.908,1780.34,1830.62,1.99,74.05,411,31594.0,1
58714,40.98,4694.2,96.467,1844.6,4268.08,446.23,76.1,559,59717.0,0
11324,594.07,3425.8,93.897,1928.19,383.2,8.28,43.35,106,11753.0,0
9287,248.39,2647.2,93.74,1317.28,662.36,1.37,68.19,656,8873.0,1
2900,86.52,2415.7,93.115,1266.4,325.88,564.75,45.83,336,2811.0,0
21043,67.21,3821.8,107.386,1826.18,1198.03,1.13,107.62,776,21489.0,0
27591,41.77,4113.9,101.725,1982.89,1862.05,368.77,77.87,1077,27813.0,0
5764,83.93,2565.9,91.501,1273.35,295.99,239.63,53.9,475,5887.0,0
18185,79.12,3629.3,89.819,1788.13,575.45,5.79,45.53,202,17730.0,1
42581,20.33,4908.0,104.319,2038.59,2289.78,180.39,72.28,1364,43005.0,0
69892,124.72,5216.1,103.934,2171.45,3590.62,584.66,81.95,1414,67211.0,1
16852,247.39,3815.8,102.107,1854.09,1256.92,504.28,73.1,968,16674.0,0
16324,210.8,3944.8,106.632,1770.69,1221.47,597.25,88.96,916,16795.0,0
39243,426.83,4162.9,103.682,1886.12,2888.99,602.24,102.02,716,38113.0,1
54495,78.05,5068.9,103.751,2030.66,3175.94,582.39,77.58,1386,51722.0,0
22460,137.42,3938.9,105.902,1726.46,1549.61,1.03,94.7,803,22675.0,0
30533,38.15,4341.3,102.587,1921.36,1875.0,239.37,69.16,1139,30679.0,0
39688,691.49,4148.9,101.882,1880.92,2940.7,662.07,107.81,723,37718.0,0
12531,182.07,2673.6,89.881,1302.55,682.22,936.94,60.42,539,14392.0,0
12934,73.94,3440.4,91.741,1900.79,408.52,8.18,39.85,165,12974.0,0
